Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,AccountId
5307464,163,1441598969573,Aji Tirta,1585642008810,,,,6,4,0,,,6911966
5307596,5,1441603121240,timbot,1678609081803,,,,14,0,0,,,6912157
5311381,11,1441690316750,Ozge,1442904225167,,,,3,0,0,,,6917792
5312475,73,1441708635907,Neriman Merve Unsal,1582021857750,,"Ankara, Turkey",,76,0,0,,,6919282
5317188,21,1441803104603,KrisM,1496325113387,,,,2,0,0,,,6926154
5317381,1,1441806206853,laurrr,1656244145100,,,,10,0,0,,,6926415
5318213,397,1441820062410,Neinrappeur Zaki,1607469194807,,"Mila, Wilaya de Mila, Algérie","<p>self taught programmer , Good at PHP, Mysql , HTML5, CSS3, PDO, Joomla,and Good knowledge as fraud analyst , security check.</p>
",42,4,3,,,6927662
5318253,162,1441820800087,Marina Melin,1666961972473,,,,32,94,0,,,6927711
5319124,48,1441842405720,froghopper,1626049612220,,,,8,0,0,,,6929044
5319489,1,1441854810307,harsh bhuwania,1503317924023,,,,0,0,0,,,6929599
5332481,11,1442206374923,Quốc Ái Nguyễn,1620916644697,,,,1,0,0,,,6949369
5333540,21,1442228008177,Seyed M.H Mosavi,1668407358403,,Iran,,11,0,0,,,6950858
5334936,13,1442252407890,SoupyNorman,1442955406143,,,,0,0,0,,,6952873
5339703,23,1442349494303,Solflux,1612725317253,http://solflux.co.uk,UK,"<p>Just your average developer</p>
",4,0,0,,,6959877
5339710,21,1442349628887,Lucas Paul,1677201961740,,"University of Utah, UT","<p>Computer scientist, video gamer, tinker, tailor, spy.</p>
",8,0,0,,,6959884
5339777,396,1442350828687,Sebastian,1665864806127,,"Aachen, Germany","<p>PHP developer</p>
",85,58,3,,,6959964
5339850,346,1442352726533,Menno Guldemond,1675263510427,,"Rotterdam, The Nederlands","<p>Angular, NodeJs &amp; .Net developer</p>
",18,38,1,,,6960082
5340648,1,1442379303120,parul anand,1443685278570,,,,2,0,0,,,6961343
5341750,293,1442398303417,Israel Meshileya,1677144675357,,"Abuja, Federal Capital Territory, Nigeria","<p>I love debugging codes</p>
",217,169,0,,,6962777
5342552,11,1442410429503,Adrien M,1683192316000,,,,2,0,0,,,6586738
5342910,16,1442415619867,Sk Saddam Hosan,1556627887637,,"Bangalore, Karnataka, India","<ol>
<li>Effective communication, collaboration &amp; interpersonal skills with proficiency in grasping new technical concepts quickly and utilizing them in an effective manner.</li>
<li>Hands-on experience in Java,Collection, Spring,Hibernate, Rest-Api, Angular JS ,AngulerJs 2, JavaScript, HTML/CSS, MySql,JSON ,Node.Js</li>
<li>Deployment of projects to server,</li>
<li>Use GitHub,bit-bucket and SVN. </li>
<li>Have knowledge of software development life cycle.</li>
</ol>

<p>Specialties:
•   Software development, database
•   Strong Object Oriented Programming skills
•   Hands on programming experience in Core Java
•   Expertise in hand-coding Core JAVA, Collection, Spring,AngulerJs2
•   Working knowledge of best practices for development 
•   Knowledge of software development life cycle
•   Knowledge in Spring MVC, Structs, Hibernate.
•   Knowledge in Oracle 11 G database and MySQL</p>
",8,3,0,,,6964397
5346904,1339,1442500638717,oeste,1651789625550,,,,45,66,1,,,6970305
5349361,21,1442559421083,Yati Gurditta,1599046431197,,,,18,0,0,,,6974071
5349366,669,1442559437247,Ashish Sharma,1683201421547,,"Indore, Madhya Pradesh, India",,47,41,4,,,6974076
5350100,1,1442571727433,underseaW,1504527500083,,,,6,0,0,,,6975086
5351917,149,1442605272650,Thodor12,1671383827613,,,,10,7,0,,,6977760
5352723,5,1442636699990,lorry,1447654878517,,,,2,0,0,,,6979074
5354346,1,1442687306387,ChiStriker N,1442701215417,,,,2,0,0,,,6981680
5354864,67,1442706898657,Biedrzyk,1443076835190,,,,3,0,0,,,6982575
5356216,1402,1442758155463,Zoltán Süle,1683054152203,,"Vienna, Austria","<p>Daytime I am a Symfony developer with 17 yrs strong experience in programming with PHP. Confident handling of large MySQL and PostgreSQL databases. I prefer MVC+ORM to spaghetti code and I prefer OOP to structured programming. I am familiar with Symfony 1-4 and Drupal 6-8.
I also can operate debian based linux systems.</p>

<p>In my free-time I deal with Android development. I learn it, actually.</p>
",95,983,5,,,4775165
5356356,290,1442762012977,juvenislux,1650446095703,,Philippines,,14,43,35,,,6985038
5357784,737,1442812488980,Cauchy Schwarz,1683455469477,,,"<p>A young programmer who loves Unix/Linux and C programming.</p>
",64,341,0,,,6987423
5357877,31,1442815111447,dai song,1611735781597,,"Shenzhen, China","<p>P-Quant in China A Market</p>

<p>languages : R, VBA, MySQL, Matlab, Tinysoft</p>
",3,1,0,,,6987560
5359760,128,1442847033757,Troix,1669624893810,,,,23,12,1,,,6990227
5361860,3,1442897416477,lybron,1651521765340,http://lybron.com,Barbados,,4,0,0,,,6993488
5362523,81,1442910942157,Naveen Mahaur,1527485425047,,,,11,1,0,,,6994414
5365218,13,1442956648817,tleng1,1445903120827,,,,7,0,0,,,6998305
5366025,723,1442981127693,vab,1651805327233,,"Hyderabad, India","<p>PeopleSoft Admin/Dba looking to make a career shift in Android Application development</p>
",85,6,7,,,6999575
5369461,31,1443039634247,Robert Hall,1453217379033,,,,1,0,0,,,7004599
5370668,2426,1443074580947,Tim Park,1602110040467,http://timsjpark.github.io/,"Boulder, CO","<p>Rails developer by day.
Climbing Instructor by night.</p>
",414,8,0,,,7006471
5373985,3,1443130420103,gnm,1498183637623,,,,4,0,0,,,7011155
5375723,11,1443174920497,R. Larsen,1682689779850,,,,0,0,0,,,7013678
5376842,115,1443194374420,Shlizer,1585076150257,,"Gdynia, Poland","<p>Webdeveloper, specialist in PHP, Javascript and NoSQL bases (like MongoBD, Elasticsearch).
On free time trying to be game developer and gamer as well =) amateur in survival travelling, gun shooting and military maniac.</p>
",17,5,0,,,7015281
5377024,21,1443198030913,egom,1563985337527,,,,6,0,0,,,7015549
5378035,57,1443221753960,Jamie Steele,1682271155107,,"Toronto, ON, Canada",,48,4,0,,,7017092
5383475,221,1443420366107,jayesh rajput,1579074358517,,,,28,2,0,,,7026173
5386158,1,1443470973350,WhiteKnight714,1443474090710,,,"<p>Art Director. Designer. Storyteller. </p>
",0,0,0,,,7030125
5388950,71,1443532342570,Riccardo Casagrande,1641725390580,,,,6,0,0,,,7034291
5390361,23,1443556633063,George M,1455222357737,,,"<p>Husband and father of two with a Chemical Engineering degree that I don't use any more. Using Swift to create apps that hopefully keep me home with my family.</p>
",0,0,0,,,7036422
5398707,29,1443722459987,j. Doe,1680033179643,,,,8,1,0,,,7048821
5399837,19,1443754584310,Laura Moore,1445709200173,,,,2,0,0,,,7050633
5400534,462,1443773343317,CodeBulls Inc.,1553931339357,http://www.codebulls.com,"Chennai, India","<p>Android App Development Start-up !</p>
",45,20,1,,,7051713
5400561,41,1443773929987,Hamad Fouad,1549547479160,,,,5,3,0,,,7051758
5401019,33,1443782840133,chandruscm,1597074502667,https://chandruscm.wordpress.com/,India,,12,0,0,,,5412335
5401767,13,1443796451540,sas,1545288100947,,,,2,0,0,,,7053522
5402273,1,1443806362507,mde32,1446485157990,,,,1,0,0,,,7054321
5403807,1,1443857203397,ajay56,1444218718190,,,,5,0,0,,,7056828
5404682,541,1443886965017,Rafael,1683396919543,,,,16,9,0,,,7058320
5412128,3,1444096248907,DarioC,1444267353383,,,,2,0,0,,,7060371
5412156,1,1444096811040,just p,1449212588770,,,,1,0,0,,,7070348
5412749,3,1444113074800,Budulinku Dejmihrasku,1678629378247,,,,7,0,0,,,7071214
5414755,21,1444145449897,Crisdopazo,1444306054763,,,,0,0,0,,,7074067
5415743,41,1444163444103,rsund55,1446839266190,,,,0,0,0,,,7075597
5416762,83,1444193269930,chemrailM,1444576398190,,,,10,43,0,,,7077217
5419583,1,1444237277330,Lex,1450378710590,,,,0,0,0,,,7081239
5420050,37,1444245096733,andrew wilson,1507037605830,,,,1,3,0,,,7081955
5423717,1390,1444315194357,Derek J.,1683323975590,,"Lone tree, CO, USA ⛰️","<p>Experienced Angular developer with development done in different applications in the computer software industry. Skilled in JavaScript, TypeScript, jQuery, and SASS. I have experience working with WordPress with different themes. Also, I'm fluent in Brazilian Portuguese.</p>
",45,138,7,,,7087286
5424075,1,1444319451287,Shehan Haputhanthri,1444660432630,,,,11,0,0,,,3641806
5424386,23,1444325908643,Aaron Jacobs,1593135743110,,,,2,0,0,,,7088268
5425421,21,1444348580950,John Sakon,1683254206823,,Phila,,4,5,0,,,7089846
5426306,1,1444372659410,Khuzema bohra,1446635847493,,,,1,0,0,,,7091191
5426709,11,1444379859053,Sticky,1498813484683,,,,3,0,0,,,7091743
5427353,416,1444389624210,rathodbhavikk,1683292051277,https://sites.google.com/view/rathodbhavikk,"Ahmedabad, Gujarat, India","<p>Specialized in : iOS Application Development, Full Stack Development</p>
<p>&quot;<strong><code>Whatever</code></strong> happens tomorrow, we've had <strong><code>today</code></strong>&quot;</p>
",152,106,3,,,7092619
5429192,21,1444421885093,s4uron,1542397200950,,,,6,2,0,,,7095421
5432035,49,1444512401307,mostek,1538768805840,,,,6,0,0,,,7100071
5432911,13,1444553060960,Reodont,1448643818060,,,,3,0,0,,,7101612
5434466,163,1444598055140,tech_a_break,1491844945710,,,,37,0,0,,,7104178
5436574,1,1444651347497,El Pi,1448537190067,,,,3,0,0,,,7107355
5438763,7,1444695658257,anambivert,1493846683880,,,,6,0,0,,,7110777
5441421,41,1444748530483,Ahmed Elsherif,1647525829633,,,,3,14,0,,,7114692
5441674,141,1444752514233,Ahmad Ehab,1676118720327,,"Cairo, Egypt","<p>Software Engineer At MoneyFellows</p>
",10,1,0,,,7115079
5442857,73,1444775630133,Pierre Collard Suero,1679329155867,,,,3,45,0,,,7116886
5442925,63,1444777933387,Draaken,1590452129203,,,,6,1,0,,,7117005
5443408,1,1444794674113,seabiscuit08,1683188174220,,,,1,0,0,,,7117789
5443877,11,1444805586693,andrey,1680506006977,,,,2,0,0,,,7118486
5444782,1,1444820513433,lbad1234,1535293400337,,,,0,0,0,,,7119741
5446572,11,1444849470220,user5446572,1445369130357,,,,0,0,0,,,7122443
5446923,1,1444856036563,Sql_Tech,1526050871243,,,,2,0,0,,,7122994
5449521,13,1444911239003,Sandra Marie ,1448527540150,,,,6,0,0,,,7126876
5450549,33,1444926497407,barc0001,1487786745433,,,,2,0,0,,,7128366
5451203,141,1444937934767,Leo Pessanha,1683319429410,https://www.linkedin.com/in/leopessanha/,"Federal University of Rio de Janeiro, Brazil","<p><strong>Computer Science student &amp; Backend Developer!</strong></p>
",26,96,2,,,7129365
5452112,1,1444963061590,Aether W,1487212128540,,,,1,0,0,,,7130809
5453474,23,1444993285810,FAISAL,1466016900827,,Middle East,"<p>I;m a webmaster for some non profit sites for some organisation as a volunteer  </p>
",3,0,0,,,7132794
5456715,19,1445076503203,Shayan Niazi,1560635655677,,,,13,0,0,,,7137816
5460867,21,1445212448920,Ae15,1447653721370,,,,2,0,0,,,7144686
5462699,762,1445256117733,Thijs D,1683106985180,,,,39,59,5,,,7147468
5464535,70,1445286571027,Toni Gargaro,1481837641750,,,,3,1,0,,,7150147
5464760,1,1445292145747,Beth Baralecki,1550248842277,,,,4,0,0,,,7150522
5467890,17,1445355183370,ABlach,1543418175203,,Illinois,"<p>Student in High School, thats all.</p>
",10,0,0,,,7155148
5468343,189,1445362920740,Vot,1608669679000,http://vot-z.com,"Cambridge, UK",,18,3,0,,,7155824
5470193,1,1445409080720,Adhi,1452763451413,,,,0,0,0,,,7158802
5470508,1,1445414090663,Phạm Tấn Long,1529227458770,,,,0,0,0,,,7159222
5473407,39,1445461917203,peo965,1505405581820,,North Carolina,,15,4,0,,,7048988
5473737,1,1445471306170,Juliano,1683290866277,,"Pedro Osório, RS, Brasil",,0,0,0,,,7163940
5474158,13,1445484425407,Javi Perez,1458370731513,,,,4,0,0,,,7164598
5475930,1,1445520141447,HenriqueAdm,1448905681783,,,,3,0,0,,,7167163
5476159,351,1445523692803,Zhen Liang,1493957596477,,,,19,0,0,,,5443403
5478897,1,1445583661187,persan,1665473163203,,,,3,0,0,,,7171620
5480708,123,1445613561590,Chilli,1475322585640,,Surat,,14,6,0,,,7174154
5480948,11,1445617837877,redirtsddo,1445865901410,,,,0,0,0,,,7174515
5482950,3,1445678055777,NoaG ,1614073585707,,,,4,0,0,,,7177670
5484667,15,1445728471513,wawalmx,1642287908297,,,,2,1,0,,,7180524
5487351,1,1445820375507,Elenir,1445864544550,,,,2,0,0,,,7185049
5487995,1,1445840677737,Jeffrey Cheong,1483603899873,,,,3,0,0,,,7186083
5489313,41,1445864881843,Tae-suk Kim,1678407998457,,,,7,0,0,,,7187953
5489622,203,1445869558777,Neutrinoceros,1682337519500,,,,7,24,1,,,7188390
5494119,1,1445956694577,S Prakash,1463567576620,,,,3,0,0,,,7195016
5494722,1,1445964676843,kranthi kumar,1583650751057,,,,3,0,0,,,7195852
5498186,1,1446034371270,Mohanasundaram Thangaraj,1526549279087,,Coimbatore,,3,0,0,,,5325646
5499822,5,1446058301360,Mark Vergottini,1526976891450,,"Durban, South Africa",,14,0,0,,,7203300
5499857,1,1446058749313,chandan sharma,1551023609953,,,,3,0,0,,,7203352
5504669,1,1446147142777,Specks,1453672157117,,,,2,0,0,,,7210323
5506709,29,1446200876603,Diana,1492778158630,,,,2,0,0,,,7213391
5507158,4253,1446210363180,Dewey Reed,1683435797083,,International,"<p>Android developer :D</p>
<p>Hello, friend.</p>
<p><a href=""https://github.com/DeweyReed"" rel=""nofollow noreferrer"">Github</a></p>
",140,135,0,,,7214033
5510171,1,1446296207253,Angel,1448333933547,,,,1,0,0,,,7218782
5514723,11,1446446662787,Gowtham Talluri,1449451447193,,Malaysia,"<p>I am a highly motivated, hardworking and passionate .NET/Full-stack Software Developer interested in find an opportunity to work on technically challenging projects. Strong hands-on experience in desktop and web applications design. I have the ability to adapt myself to any kind of programming language or development tool rapidly. I'm familiar with agile development methodologies applying them efficiently on the search of better software solutions.I have strong capacity for teamwork and good understanding of the full life cycle of a software development project. Demonstrated skills in designing software on Microsoft .NET framework. Mainly interested in ASP.NET (Web Form and MVC), Entity Framework, Concurrent Programming, Web Services applications, and WPF. Moderate experience in Windows Forms, NET Reflection API and ADO.NET. Right now I'm learning how to work with NoSQL databases like MongoDB, Couchbase, Redis and Elasticsearch.</p>
",3,0,0,,,7226290
5515857,21,1446468373343,user5515857,1446475515507,,,,1,0,0,,,7227927
5518145,31,1446516031297,Jeongho Nam,1462872489853,http://samchon.org/,"62, Seoun-ro, Seocho-gu, Seoul, South Korea","<p>Nice to meet you. I'm a developer of Samchon Framework.</p>

<p>If you want to know me or want to join a open source project about framework, please visit <a href=""http://samchon.org/"" rel=""nofollow"">http://samchon.org/</a></p>
",14,0,0,,,7231493
5518531,11,1446527114190,Bruce Chung,1497769239837,,,,2,0,0,,,7232085
5522655,1,1446601764370,Zmonster,1639032239540,,USA,,5,0,0,,,7238236
5524010,1,1446630197573,sumatraed,1446737800643,,,,2,0,0,,,7240195
5524480,11,1446637236153,Monica,1683170719060,,,,9,0,0,,,7240857
5526393,3,1446666976600,Sandeep,1624983125000,,,,2,0,0,,,7243689
5532436,1,1446793714453,Michael.W,1559249337313,,,,0,0,0,,,7252782
5532819,101,1446800888617,APL,1538400737643,,,,41,3,0,,,7253312
5534145,11,1446824760880,Tom,1500078179267,,,,0,0,0,,,7255244
5539930,1,1447007252920,Margarita ,1683375111617,,,,2,0,0,,,7264724
5541474,19,1447055707667,Tyler Perkins,1495812130013,,,,3,0,0,,,7267259
5544991,3,1447126896627,viloca,1613414191763,,,,4,0,0,,,7272469
5546619,1,1447159276033,Lorius,1534350440067,,,,0,0,0,,,7274805
5551887,11,1447267734070,teo345,1447367074773,,,,7,0,0,,,7282717
5551902,31,1447268150967,Neil Vandermeiden,1516825013090,,,,14,0,0,,,7282745
5552038,41,1447270986477,Josh,1504621282190,,,,2,0,0,,,7282956
5553380,85,1447306342613,Park,1664958137693,,,,5,2,0,,,7285063
5556615,11,1447364944197,Nick Dettore,1449596119100,,,,9,0,0,,,7289731
5558882,166,1447419164620,Juan Carlos Migliavacca,1659541940023,,Argentina,,19,1,0,,,7293107
5558952,23,1447420556757,Mariusz K,1540677329847,,,,4,0,0,,,7293210
5559876,1,1447436910490,srednors,1637684702497,,,,4,0,0,,,7294526
5560293,11,1447445974557,Jai Kakkar,1448317863367,,,,12,0,0,,,7295166
5560529,712,1447451950787,Peter,1683284047290,,Netherlands,"<p>Dutch mathematics and computer science student</p>
",90,110,9,,,5340607
5561000,1772,1447472107493,Josh Brobst,1683439213863,,United States,,105,315,1,,,416241
5564133,25,1447587004460,Ram,1473327468147,,,,13,0,0,,,7301622
5565552,448,1447627107527,Steven,1636383166947,,,,5,55,1,,,7303940
5566413,1,1447655352063,shdb,1634217371230,,,,0,0,0,,,7305323
5568795,1,1447697571783,kyle,1463773261797,,,,0,0,0,,,7308792
5570373,61,1447734868607,Mark Frick,1683408246740,,"Minneapolis, MN, USA",,14,69,0,,,7311289
5571264,21,1447752531180,Amey Boralkar,1485317463787,,,,0,0,0,,,7312565
5573168,53,1447780417567,D. Leigh,1456904327830,,,,1,0,0,,,7315295
5575004,1,1447822449493,Adrian Munoz,1449107821340,,,,1,0,0,,,7318154
5576092,31,1447842665023,Athmane,1629967933227,http://www.test-portal.tk:5009/,,,20,4,0,,,7319683
5578965,3,1447890864083,Vincent Scott,1447954789933,,,,1,0,0,,,7323910
5579970,11,1447917170983,Erik Nordin,1560533072487,,,,1,0,0,,,7325449
5581393,43,1447938534570,Tom,1594558985610,,"New York, NY, United States",,43,6,0,,,7327369
5581500,1,1447940073613,Peter Lelie,1630659940647,,,,2,0,0,,,2740036
5581779,39,1447944168687,pavnis,1677087043760,http://www.seaneb.in,New Jersey,"<p>I spend my day learning and applying data tasks such(but not limited to) as Database Administration, Developing Code, ETL, working with heterogeneous Data Sources, finding data anomalies &amp; their underlying issues, report writing, converting requirements into solution, working with my tech and non tech staff mates.</p>
<p>In evening, it all depends. It can be a evening with Excels, R or my daughter and family...</p>
",8,1,0,,,7327920
5585689,1,1448020891247,Robert Anthony,1453918697993,,,,2,0,0,,,7333552
5587937,33,1448067540507,nworb99,1479667525723,,,"<p>I am a nobody.</p>

<p>""You can observe a lot by watching."" - Yogi Berra</p>
",2,0,0,,,7336857
5587942,13,1448067784323,meowmeowcastle,1473913053050,,,,4,0,0,,,7336868
5588436,2317,1448088055330,Rajesh.k,1665916878087,,"Chennai, Tamil Nadu, India","<p>I am a tech enthusiast and a passionate Software(Android Apps) developer.I love electronics and programming. I would like to work with IoT and Machine Learning and realtime projects.I usually spend my free time on working with electronics as well as IoT mini projects.</p>
",171,52,1,,,7337651
5588672,1,1448096712317,Maxonis,1492094716157,,,,0,0,0,,,7333052
5589501,1,1448120384447,ASchneck,1449793232647,,,,4,0,0,,,7339266
5590856,886,1448167260663,user70848,1606167858080,,,,89,22,3,,,6768226
5594709,43,1448273616773,jihonsvik,1683263421563,,,,2,9,0,,,7347449
5595085,11,1448279294773,HayakAyk,1448634028590,,,,0,0,0,,,7347937
5596050,11,1448295232963,Tim Murnaghan,1580489254903,,,,4,0,0,,,7349290
5596088,1,1448295998263,Paul D Crossley,1449678304843,,,,6,0,0,,,7349352
5597348,1,1448322129567,Mayur Sahdev,1533246961800,,,,1,0,0,,,7351278
5599756,1,1448369997513,Christoph26487,1500986911227,,,,6,0,0,,,7354630
5606642,99,1448505290553,张铁男,1681201314470,,China,,49,9,0,,,7364505
5606692,3,1448506965703,Young  Hwang,1622447679303,,"Seoul, 대한민국",,3,0,0,,,7364584
5609767,1,1448566220007,F J,1449001600383,,,,0,0,0,,,7368891
5615515,23,1448725117560,chris3331,1594736343537,,,,4,0,0,,,7377462
5619803,1,1448861302463,jamal,1645581283373,,,,2,0,0,,,7384322
5624788,81,1448960390117,Antonio Lebrón,1535355412460,,,,3,3,0,,,6862527
5624907,66,1448962209693,Viggo Falster,1668595254080,,,,29,8,0,,,7391721
5629218,2164,1449043131587,Lav,1683099345167,,"Minsk, Belarus","<p>I write code and play games. Or is it write games and play code? The difference is blurry sometimes.</p>
",93,22,3,,,7397929
5630985,31,1449069441950,alexies,1456056118067,,,,5,0,0,,,7400318
5631877,376,1449082830160,sraje,1551128047777,,Hello from Seattle :),"<p>PM at Microsoft working on Azure Media Services/Azure Media Player.</p>
",52,28,0,,,7401631
5633238,795,1449113696103,jimbotron,1683041281590,https://www.jimmychion.com,"Brooklyn, NY",,29,65,9,,,7403683
5639816,1,1449239042400,fieldrabbit21,1450205060317,,,,2,0,0,,,7413038
5640343,1908,1449247136423,mrsauravsahu,1683129271933,https://mrsauravsahu.in,"Bengaluru, India","<p>Engineer at McKinsey &amp; Company.</p>
<p>Works on server side, setting up CI/CD and cloud deployment. For the frontend, I have experience with Svelte. Love studying how Computer Algorithms work. Uses bash to frequently automate tasks.</p>
<p>You can find all my links here: <a href=""https://mrsauravsahu.in"" rel=""nofollow noreferrer"">Social Page</a></p>
<p>Hobbies include photography (I have a photography Instagram <a href=""http://instagram.com/mrsauravsahu"" rel=""nofollow noreferrer"">@mrsauravsahu</a>), music and creating content to showcase what I'm working on. Runs a weekly YouTube series called <a href=""https://www.youtube.com/channel/UCPWETNZS6Cu3X2fYnpME32g"" rel=""nofollow noreferrer"">WeekendTech</a>. Learning French and some sketching.</p>
",457,61,6,,,7413807
5642266,1,1449302407653,Deepa Ganesh,1597311002003,,,,0,0,0,,,7416732
5642723,343,1449316561447,Aman Garg,1588952907300,,,,16,1,0,,,5716398
5644427,27,1449336448527,terr,1476960382810,,,,0,0,0,,,7419487
5644822,97,1449345362413,shailesh joshi,1660285174607,,"Pune, Maharashtra, India",,9,11,0,,,7420082
5647075,13,1449422637737,Natalia,1467252352123,,"Montreal, Canada",,14,0,0,,,7158196
5652030,43,1449527171800,jkh604,1525638392710,,,,1,5,0,,,7431086
5652373,1,1449536631730,clockw0rk,1463554645770,,,,4,0,0,,,7431636
5658586,1,1449655988167,Jose Segura,1459873224297,,,,3,0,0,,,5787894
5662060,116,1449715945113,Jack Fiallos,1683442398223,https://jackfiallos.com,"Dublin, Ireland","<p>Senior full-stack software developer. Windows, Mac and Linux user, contributor to open source projects, blogger and athlete.</p>
<p>I'm very competitive and I like challenges, in my mind every day you can learn something new, as a problem solver and solution finder.</p>
",5,36,0,,,1036120
5662279,1,1449721259237,Deepanjan,1449825450247,,,,1,0,0,,,7446217
5664654,3,1449756893950,Poppypetal,1467091395553,,,,2,0,0,,,7449361
5665520,396,1449768859523,DPN,1683066419430,,,,41,10,0,,,7450614
5667942,13,1449823007717,Android Dev,1494325308970,,,,1,0,0,,,7454221
5668010,19,1449823889953,sany,1681897323000,,,,7,0,0,,,7454310
5668293,126,1449828443333,Kostantinos Ibra,1489087460400,,"Athens, Kentrikos Tomeas Athinon, Greece",,26,21,0,,,7454687
5669500,21,1449848945487,Billy G,1636202442447,,"Athens, Greece","<p><em>“Hey Ma, can we get some meatloaf?""</em>
<em>Chazz Reinhold</em></p>
",10,3,0,,,7456339
5669574,21,1449850185210,Jaber,1626954721107,,"Abidjan, Côte d'Ivoire",,16,0,0,,,7456449
5670020,21,1449858390073,Jaguar,1449858390073,,,,0,0,0,,,7457123
5670603,1,1449871033150,dave,1455308639087,,,,1,0,0,,,7458011
5673298,47,1449960408650,Carl Tidén,1580410913870,,,,8,8,0,,,7462357
5675286,61,1450028995137,Eugene,1561350077967,,,,10,0,0,,,7465572
5675635,21,1450038796017,rebeldeveloper,1490807630373,,,,2,0,0,,,7466125
5677743,13,1450093367650,Shukun Fu,1640614284947,,,,3,0,0,,,7469245
5678992,1,1450114666300,Pearson Basham,1567352898257,http://chronocol.com,,,7,0,0,,,7470974
5680259,11,1450145849427,Benson Qin,1450168816170,,,,6,0,0,,,7472941
5681075,51,1450166050260,Yang St,1528189140340,,,,1,0,0,,,7474147
5683803,3,1450211221540,Niki Metcalf,1471014273697,,,,1,0,0,,,7478039
5684883,3,1450239120020,Snack Web,1681921762930,http://www.myanmarenvironment.wordpress.com,Myanmar (Burma),,33,0,0,,,7479804
5686143,43,1450262039637,Jonny,1683145581313,,"London, United Kingdom","<p>I'm obsessed with good quality code and spend a lot of my time on Stack Overflow!</p>
",7,43,0,,,7481538
5686533,1,1450267778497,The Dude,1516969727680,,,,6,0,0,,,5756206
5690137,1,1450342034697,Saurabh Rajguru,1454408241297,,,,1,0,0,,,7487356
5692306,1,1450377204227,Joe Stern,1450910725377,,,,0,0,0,,,7490375
5692356,31,1450378196090,Jose Tavares,1643610037980,,,,2,12,0,,,7479439
5694117,41,1450424386670,Sergey Semenikhin,1456913224883,,,,3,0,0,,,7493082
5695105,13,1450440980240,Amz,1522840786643,,,,9,0,0,,,7494362
5696035,17,1450457997773,MikeW81,1456504274933,,,,2,0,0,,,7495677
5697318,13,1450500143997,rjlaral,1575683571810,,Venezuela,,1,0,0,,,543667
5697353,11,1450502108713,Androfee,1603862537163,,"Chennai, Tamil Nadu, India",,3,0,0,,,7497784
5698977,9,1450552777313,Vivek Sethia,1532607462600,,,,7,0,0,,,7500300
5701024,13,1450633827767,Josh Gertner,1470886099680,,,,6,0,0,,,5214006
5701347,27,1450643375883,aradhana lohan,1466195352977,,,,11,3,0,,,7504169
5702599,36,1450685586027,Gazreyn,1463466388357,,,,1,0,0,,,7506144
5703098,141,1450695328360,Shahbaj Sayyad,1601617783373,,,,56,32,0,,,7495596
5703651,1060,1450706197823,Sven Haile,1683307901897,,London UK,"<ul>
<li>Architecture</li>
<li>Client-Server</li>
<li>Full-stack</li>
</ul>
<p>Sven has 25 years experience in developing digital products to improve efficiency and methodology in businesses and defining and capturing key performance indicators for consolidated financial reporting and contract management.</p>
",42,236,1,,,7507590
5705215,11,1450738860523,vewiu,1682954195260,,,,2,0,0,,,3696809
5705461,11,1450747735140,Khaing Zin Htwe,1473072917340,,,,3,0,0,,,7510272
5708130,348,1450803331387,Timo Treichel,1682575726540,,"Hameln, Deutschland","<p>Ich arbeite für eine IT Firma und in meiner Freizeit versuche ich mich als Hobby-Spieleprogrammierer.</p>
",41,4,1,,,7514105
5708819,5,1450818091580,I4k,1599743100577,,,,10,0,0,,,7515120
5709594,1,1450842767390,Sunny Peddada,1451116624643,,,,8,0,0,,,7516276
5710546,1,1450863431873,Chetan Kammar,1571827909063,,"Bangalore, Karnataka, India",,7,0,0,,,7517628
5711224,881,1450874993313,Nitin,1683279965330,,"Ahmedabad, India","<p>PHP Developer</p>
",181,50,0,,,7518522
5713540,11,1450938507603,zaof,1683353128403,,,,0,0,0,,,7522012
5713554,1042,1450938805687,LinShiwei,1667818043333,,,,37,191,1,,,7522027
5713774,132,1450944529763,Emirhan,1498804162930,,,,20,0,0,,,7522349
5713927,36,1450947888313,Amine Mohamed,1532286795793,,,,18,0,0,,,7522562
5715168,1,1450979999817,tpete1101,1452232822357,,,,1,0,0,,,7524368
5715963,1,1451020506883,Infinity,1458722658160,,,,1,0,0,,,7525719
5717352,11,1451075759173,Hanni,1455488117437,,,,7,0,0,,,7527921
5719198,1,1451157335497,wenwa,1483492623630,,"Santa Clara, CA","<p>Work in operations at a big tech company, but working to beef up my programming skills-- currently through self-taught tutorials etc.</p>
",2,0,0,,,7530982
5720680,56,1451224207157,Soheil_r,1677387894187,,,,9,21,0,,,7533441
5723278,1,1451304245743,vikas,1453208063153,,,,1,0,0,,,7537444
5727038,16,1451394596390,Nijnemans,1675415897940,,,,2,5,0,,,7543052
5727165,1,1451397046107,lilin,1671695340487,,,,0,0,0,,,7543241
5730379,41,1451473095570,Duzy Chan,1639036254433,https://duzy.info,,"<p>Software developer working online.</p>
",7,0,0,,,7452587
